DNI ENCRIPTADO,RESPUESTAS TEXTUALES_1,RESPUESTAS TEXTUALES_2,RESPUESTAS TEXTUALES_3,RESPUESTAS TEXTUALES_4,RESPUESTAS TEXTUALES_5,RESPUESTAS TEXTUALES_6,RESPUESTAS TEXTUALES_7,RESPUESTAS TEXTUALES_8,RESPUESTAS TEXTUALES_9,RESPUESTAS TEXTUALES_10,RESPUESTAS TEXTUALES_11,RESPUESTAS TEXTUALES_12,RESPUESTAS TEXTUALES_13,RESPUESTAS TEXTUALES_14,RESPUESTAS TEXTUALES_15,RESPUESTAS TEXTUALES_16,RESPUESTAS TEXTUALES_17,RESPUESTAS TEXTUALES_18,RESPUESTAS TEXTUALES_19,RESPUESTAS TEXTUALES_20,RESPUESTAS TEXTUALES_21,RESPUESTAS TEXTUALES_22,RESPUESTAS TEXTUALES_23,RESPUESTAS TEXTUALES_24,RESPUESTAS TEXTUALES_25,RESPUESTAS TEXTUALES_26,RESPUESTAS TEXTUALES_27,RESPUESTAS TEXTUALES_28,RESPUESTAS TEXTUALES_29,RESPUESTAS TEXTUALES_30,RESPUESTA NUMERICA_1,RESPUESTA NUMERICA_2,RESPUESTA NUMERICA_3,RESPUESTA NUMERICA_4,RESPUESTA NUMERICA_5,RESPUESTA NUMERICA_6,RESPUESTA NUMERICA_7,RESPUESTA NUMERICA_8,RESPUESTA NUMERICA_9,RESPUESTA NUMERICA_10,RESPUESTA NUMERICA_11,RESPUESTA NUMERICA_12,RESPUESTA NUMERICA_13,RESPUESTA NUMERICA_14,RESPUESTA NUMERICA_15,RESPUESTA NUMERICA_16,RESPUESTA NUMERICA_17,RESPUESTA NUMERICA_18,RESPUESTA NUMERICA_19,RESPUESTA NUMERICA_20,RESPUESTA NUMERICA_21,RESPUESTA NUMERICA_22,RESPUESTA NUMERICA_23,RESPUESTA NUMERICA_24,RESPUESTA NUMERICA_25,RESPUESTA NUMERICA_26,RESPUESTA NUMERICA_27,RESPUESTA NUMERICA_28,RESPUESTA NUMERICA_29,RESPUESTA NUMERICA_30,SUM_PUNTAJES_INTRAPERSONAL,SUM_PUNTAJES_INTERPERSONALES,SUM_PUNTAJES_MANEJO_ESTRES,SUM_PUNTAJES_ADAPTABILIDAD,SUM_IMPRESION_POSITIVA,TOTAL_COC_EMOCIONAL,INTRAPERSONAL_MEDIA,INTRAPERSONAL_DESVIACION,INTERPERSONAL_MEDIA,INTERPERSONAL_DESVIACION,MANEJO_ESTRES_MEDIA,MANEJO_ESTRES_DESVIACION,ADAPTABILIDAD_MEDIA,ADAPTABILIDAD_DESVIACION,IMPRESION_POSITIVA_MEDIA,IMPRESION_POSITIVA_DESVIACION,TOTAL_COC_EMOCIONAL_MEDIA,TOTAL_COC_ECOCIONAL_DESVIACION,CONVERSION_FINAL_INTRAPERSONAL,CONVERSION_FINAL_INTEPERSONAL,CONVERSION_FINAL_MANEJO_ESTRES,CONVERSION_FINAL_APDAPTABILIDAD,CONVERSION_FINAL_IMPRESIÓN POSITIVA,CONVERSION_FINAL_TOTAL_COC_EMOC,Fecha de nacimiento de Champ,Edad de Champ,Sede de Champ,Grado de Champ,"Champ tiene alguna alergia, condición o enfermedad",Champ para talleres virtuales se puede conectar de,¿Qué tema te interesa Champ?,"¿Con quienes vives?
Por ejemplo: Con mi padres y hermanos",¿Cuáles son tus pasatiempos favoritos?  Por ejemplo: Leer y jugar videojuegos,"¿Cuáles son tus cursos favoritos?
Por ejemplo: Matemática y Comunicación","¿Cuál es tu deporte favorito?
Por ejemplo: Fútbol","¿Qué te gustaría estudiar o ser de grande?
Por ejemplo: Doctor",¿Qué te gustaría hacer para mejorar el Perú?,¿Te gustaría estudiar en una universidad extranjera?,"Cuéntanos si ganaste un reconocimiento, concurso, beca, tienes una organización o has sido voluntario/a en el 2023","En Perú Champs nos preocupa tu bienestar. ¿Hay algo que quieras compartirnos sobre algo que fue difícil en el 2023, algo que te hiciera sentir triste o frustrado/a? Este espacio es confidencial y no afecta tu beca",¿Tiene otro champ?,DNI DEL APODERADO ENCRIPTADO,Qué relación tiene con Champ,Su Champ tiene un apoderada/o adicional a Usted,¿Tienes un negocio propio o emprendimiento?,La conexión a Internet en su casa es,Tu internet es,"¿Algún familiar con el que viva tiene alguna condición, discapacidad o enfermedad crónica que requiera de cuidados constante?",Cuéntanos brevemente cómo se encuentran actualmente,¿Quién apoya a su Champ con sus tareas?,SEXO,EDAD,GRADO,SEDE,REGIÓN,ORIGEN,ESTADO,AÑO DE INGRESO,SALUD,MODALIDAD DE INGRESO,DNI PAPÁ ENCRIPTADO,DNI MAMÁ ENCRIPTADO,NRE (NIVEL DE RIESGO EMOCIONAL),CANTERA,CONDICIÓN DE SALUD,¿Qué tema te interesa Champ?_cuestionario,"¿Con quienes vives?
Por ejemplo: Con mi padres y hermanos_cuestionario",¿Cuáles son tus pasatiempos favoritos?  Por ejemplo: Leer y jugar videojuegos_cuestionario,"¿Cuáles son tus cursos favoritos?
Por ejemplo: Matemática y Comunicación_cuestionario","¿Cuál es tu deporte favorito?
Por ejemplo: Fútbol_cuestionario","¿Qué te gustaría estudiar o ser de grande?
Por ejemplo: Doctor_cuestionario",¿Qué te gustaría hacer para mejorar el Perú?_cuestionario,¿Te gustaría estudiar en una universidad extranjera?_cuestionario,"Cuéntanos si ganaste un reconocimiento, concurso, beca, tienes una organización o has sido voluntario/a en el 2023_cuestionario","En Perú Champs nos preocupa tu bienestar. ¿Hay algo que quieras compartirnos sobre algo que fue difícil en el 2023, algo que te hiciera sentir triste o frustrado/a? Este espacio es confidencial y no afecta tu beca_cuestionario",GRADO_notas,SEDE_notas,CANTERA_notas,Matemática,Comunicación,Inglés,Ciencias,Dpsc,Educación Física,Arte,Conducta,PROMEDIO,PREFINAL,POR CURSO,NRA
RRYDZZAA,Muy a menudo,Muy rara vez,A menudo,Muy a menudo,Rara Vez,Rara Vez,Muy a menudo,Muy rara vez,Rara Vez,A menudo,Rara vez,A menudo,A menudo,Rara vez,A menudo,A menudo,Rara vez,A menudo,A menudo,Muy rara vez,Muy rara vez,A menudo,Muy a menudo,A menudo,Rara vez,A menudo,Rara vez,A menudo,A menudo,A menudo,4,1.0,3.0,4.0,3.0,2.0,4.0,4.0,3.0,3.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,4.0,3.0,2.0,2.0,3.0,3.0,2.0,3.0,10,21,18,18,15,82,13.68,3.32,19.47,3.15,17.03,3.38,17.5,3.92,15.73,2.76,67.88,8.66,83,107,104,102,96,124,2012-12-20 00:00:00,11,SJL 2 - CANTO GRANDE (REF. A una cuadra de la Universidad Cesar Vallejo),6to,Ninguno,"Laptop, Computadora",Acción por el clima,"Con mis padres,hermano,abuelos,tíos,primos",Jugar videojuegos ,Ciencia y ambiente ,Fútbol ,Psicóloga ,Que todos tengan la posibilidad de tener un trabajo bien remunerado ,Sí,Diplomas ,Por la muerte de personajes ficticios,No,IAINNZZZ,Mamá de Champ,"No, yo soy la única persona apoderada/o",Sí,Internet prestado,Estable,No,Bien estoy trabajando en casa haciendo trabajos de costura y ala vez cuidando a mis dos hijos ,Lo realiza solo/a,F,11.0,Sexto,SJL El Sol,Lima,Nuevos,Matriculado,2024.0,Ninguno,Académica,IARENIDS,IAINNZZZ,BAJO,Académica,Ninguno,Acción por el clima,"Con mis padres,hermano,abuelos,tíos,primos",Jugar videojuegos,Ciencia y ambiente,Fútbol,Psicóloga,Que todos tengan la posibilidad de tener un trabajo bien remunerado,Sí,Diplomas,Por la muerte de personajes ficticios,Noveno,SJL 4 - El Sol,Académica,17.106409614421633,17.465848773159742,16.812919379068603,17.03880821231848,17.25338007010516,18.16229344016024,18.241762643965952,17.967200801201802,17.440203161717577,17.44967451176765,APROBADO,BAJO
RYDSWYIE,A menudo,A menudo,A menudo,Muy a menudo,Muy rara vez,A menudo,A menudo,Muy rara vez,Muy rara vez,A menudo,Muy rara vez,Rara vez,A menudo,A menudo,Muy a menudo,A menudo,Muy rara vez,A menudo,A menudo,A menudo,A menudo,Muy a menudo,Rara vez,A menudo,Muy rara vez,Rara vez,Muy rara vez,A menudo,Muy rara vez,Muy rara vez,3,3.0,3.0,4.0,4.0,3.0,3.0,4.0,4.0,3.0,1.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,4.0,2.0,3.0,1.0,3.0,4.0,3.0,4.0,1.0,18,16,24,19,15,92,14.42,3.35,19.57,3.34,17.36,3.83,17.71,4.32,16.49,3.01,69.07,8.48,116,84,126,104,93,141,2016-02-16 00:00:00,8,CALLAO 1 - SAENZ PEÑA (REF. A una cuadra del Plaza Vea),3ero,Ninguno,"Celular, Computadora",Salud y bienestar,CON MIS PADRES Y HERMANOS,BAILAR Y JUGAR CON MI HERMANO,COMUNICACION / MATEMATICAS,NATACION,INGENIERA,ACABAR CON LAS DESIGUALDADES  Y NO EXISTA POBRES NI RICOS,Sí,SI CONSEGUI LA BECA PERU CHAMPS,POR EL MOMENTO NADA ,No,IENWYIYY,Mamá de Champ,"No, yo soy la única persona apoderada/o",No,Internet propio,Estable,No,bien dentro de todo lo que atravesamos como pais,Mamá,F,8.0,Tercero,Callao Saenz Peña,Lima,Nuevos,Matriculado,2024.0,Ninguno,Académica,ISANZAID,IENWYIYY,BAJO,Académica,Ninguno,Salud y bienestar,CON MIS PADRES Y HERMANOS,BAILAR Y JUGAR CON MI HERMANO,COMUNICACION / MATEMATICAS,NATACION,INGENIERA,ACABAR CON LAS DESIGUALDADES  Y NO EXISTA POBRES NI RICOS,Sí,SI CONSEGUI LA BECA PERU CHAMPS,POR EL MOMENTO NADA,Noveno,SJL 4 - El Sol,Académica,17.106409614421633,17.465848773159742,16.812919379068603,17.03880821231848,17.25338007010516,18.16229344016024,18.241762643965952,17.967200801201802,17.440203161717577,17.44967451176765,APROBADO,BAJO
RYIRNYAE,A menudo,Muy a menudo,Muy a menudo,Muy a menudo,Rara Vez,A menudo,Rara Vez,Muy rara vez,Muy rara vez,A menudo,Muy rara vez,A menudo,Muy a menudo,Muy a menudo,A menudo,Muy a menudo,Rara vez,A menudo,A menudo,Muy rara vez,Muy a menudo,A menudo,A menudo,Muy a menudo,Rara vez,Muy rara vez,Rara vez,A menudo,Rara vez,Muy rara vez,3,4.0,4.0,4.0,3.0,3.0,2.0,4.0,4.0,3.0,1.0,2.0,4.0,4.0,3.0,4.0,3.0,3.0,3.0,1.0,4.0,3.0,3.0,4.0,2.0,4.0,3.0,3.0,3.0,1.0,21,17,20,21,13,92,14.85,3.33,18.61,3.71,18.07,4.01,17.08,4.28,17.04,3.16,68.82,9.18,128,93,107,114,81,138,2016-01-12 00:00:00,8,SJL 4 - EL SOL (REF. A la vuelta de UTP),3ero,Asma,"Celular, Laptop",Salud y bienestar,Mis padres y hermanos,Leer,Matemática,Fútbol ,Médico cirujano,"Cuidar a los animales , reciclar",Sí,Si gané un reconocimiento por rendimiento académico ,No,No,INSIESEE,Mamá de Champ,"Sí, tiene otra/o apoderada/o",No,Internet propio,Estable,Sí,Estamos bien de salud y muy felices con nuestra familia,Mamá,M,8.0,Tercero,SJL El Sol,Lima,Nuevos,Matriculado,2024.0,Ninguno,Académica,IYZEISNS,INSIESEE,BAJO,Académica,Asma,Salud y bienestar,Mis padres y hermanos,Leer,Matemática,Fútbol,Médico cirujano,"Cuidar a los animales , reciclar",Sí,Si gané un reconocimiento por rendimiento académico,No,Noveno,SJL 4 - El Sol,Académica,17.106409614421633,17.465848773159742,16.812919379068603,17.03880821231848,17.25338007010516,18.16229344016024,18.241762643965952,17.967200801201802,17.440203161717577,17.44967451176765,APROBADO,BAJO
RWAWINEW,A menudo,A menudo,Muy a menudo,Muy a menudo,Rara Vez,A menudo,Muy a menudo,Muy rara vez,Muy rara vez,A menudo,A menudo,Rara vez,A menudo,A menudo,Muy a menudo,Rara vez,Rara vez,A menudo,Muy a menudo,A menudo,Muy a menudo,A menudo,Muy a menudo,A menudo,A menudo,Rara vez,Rara vez,A menudo,Muy rara vez,A menudo,3,3.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,2.0,3.0,3.0,4.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,19,20,21,18,21,99,14.17,3.2,18.26,3.26,17.51,3.61,17.54,3.7,15.97,2.93,67.47,8.57,123,108,115,102,126,155,2013-12-26 00:00:00,10,TRUJILLO 1 - EL GOLF (REF. Entre la Avenida Prolongación Fátima y Óvalo La Marina),5to,Ninguno,Laptop,Reducción de las desigualdades,Padres y hermanos ,Entrenar y jugar fútbol ,Matemática ,Futbol,Ingeniero ,No contaminar el medio ambiente,Sí,No,No,No,IIWSZDYI,Mamá de Champ,"Sí, tiene otra/o apoderada/o",No,Internet propio,Estable,No,Bien de salud ,Papá y mamá,M,10.0,Quinto,Trujillo,La Libertad,Nuevos,Matriculado,2024.0,Ninguno,Deportiva,IZYYASAN,EZNDNYYW,BAJO,Deportiva,Ninguno,Reducción de las desigualdades,Padres y hermanos,Entrenar y jugar fútbol,Matemática,Futbol,Ingeniero,No contaminar el medio ambiente,Sí,No,No,Noveno,SJL 4 - El Sol,Académica,17.106409614421633,17.465848773159742,16.812919379068603,17.03880821231848,17.25338007010516,18.16229344016024,18.241762643965952,17.967200801201802,17.440203161717577,17.44967451176765,APROBADO,BAJO
RWDRWERA,Muy rara vez,Rara Vez,Muy a menudo,Muy a menudo,Muy rara vez,Rara Vez,Muy a menudo,Muy rara vez,Muy rara vez,A menudo,Rara vez,Muy rara vez,Rara vez,Muy rara vez,Muy a menudo,Rara vez,Rara vez,A menudo,Rara vez,Rara vez,Rara vez,A menudo,Rara vez,Rara vez,A menudo,Rara vez,Rara vez,A menudo,Rara vez,A menudo,1,2.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,3.0,2.0,4.0,2.0,1.0,4.0,2.0,3.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,14,16,21,14,19,84,14.42,3.35,19.57,3.34,17.36,3.83,17.71,4.32,16.49,3.01,69.07,8.48,98,84,114,87,113,126,2014-03-27 00:00:00,9,SJL 3 - ARABISCOS (REF. A la espalda de Tottus de Av. Tusilagos Oeste,4to,Ninguno,Laptop,Acción por el clima,Con mamá ,Patinar,Matemática ,Patinaje,Diseño de modas,Cuidar el medio ambiente ,Sí,Medalla de reconocimiento en patinaje,No pude asistir al campeonato en la costa verde ( motivos económicos),No,IISRAZAZ,Mamá de Champ,"No, yo soy la única persona apoderada/o",No,Internet prestado,Inestable,No,Bien,Lo realiza solo/a,F,9.0,Cuarto,SJL Arabiscos,Lima,Nuevos,Matriculado,2024.0,Ninguno,Deportiva,IESAZEYY,IISRAZAZ,BAJO,Deportiva,Ninguno,Acción por el clima,Con mamá,Patinar,Matemática,Patinaje,Diseño de modas,Cuidar el medio ambiente,Sí,Medalla de reconocimiento en patinaje,No pude asistir al campeonato en la costa verde ( motivos económicos),Noveno,SJL 4 - El Sol,Académica,17.106409614421633,17.465848773159742,16.812919379068603,17.03880821231848,17.25338007010516,18.16229344016024,18.241762643965952,17.967200801201802,17.440203161717577,17.44967451176765,APROBADO,BAJO
RWREZAWZ,A menudo,Muy rara vez,A menudo,Muy a menudo,Rara Vez,Muy rara vez,A menudo,Rara Vez,Rara Vez,A menudo,Rara vez,Muy rara vez,A menudo,A menudo,A menudo,Rara vez,Rara vez,Muy a menudo,A menudo,Muy a menudo,Muy rara vez,Rara vez,A menudo,A menudo,Rara vez,Rara vez,Rara vez,A menudo,A menudo,A menudo,3,1.0,3.0,4.0,3.0,1.0,3.0,3.0,3.0,3.0,2.0,4.0,3.0,3.0,3.0,2.0,3.0,4.0,3.0,4.0,1.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,3.0,13,20,17,16,17,83,14.42,3.35,19.57,3.34,17.36,3.83,17.71,4.32,16.49,3.01,69.07,8.48,94,102,99,94,103,125,2014-08-09 00:00:00,9,SMP 2 - CANTA CALLAO (REF. altura de Tottus de la Av. Canta callao),4to,Ninguno,Laptop,Salud y bienestar,Padres ,Resolver ejercicios y videojuegos,Matemática ,Fútbol ,INGENIERO CIVIL ,Ser alcalde y proponer más deporte a los niños. ,Sí,Gane un conciso de declamación,"Cuando tenía un compañero que jugaba fútbol muy bien y aveces no me escogían y me dijo que sea arquero, pero ahora me gusta. ",No,YYENISY,Mamá de Champ,"No, yo soy la única persona apoderada/o",No,Internet prestado,Inestable,No,"Nos encontramos un poco mal, pero es recuperable ya que estamos con revisión médica. ",Lo realiza solo/a,F,9.0,Cuarto,SMP Canta Callao,Lima,Nuevos,Matriculado,2024.0,Ninguno,Académica,YRARSSS,YYENISY,BAJO,Académica,Ninguno,Salud y bienestar,Padres,Resolver ejercicios y videojuegos,Matemática,Fútbol,INGENIERO CIVIL,Ser alcalde y proponer más deporte a los niños.,Sí,Gane un conciso de declamación,"Cuando tenía un compañero que jugaba fútbol muy bien y aveces no me escogían y me dijo que sea arquero, pero ahora me gusta.",Noveno,SJL 4 - El Sol,Académica,17.106409614421633,17.465848773159742,16.812919379068603,17.03880821231848,17.25338007010516,18.16229344016024,18.241762643965952,17.967200801201802,17.440203161717577,17.44967451176765,APROBADO,BAJO
RWREZAWZ,A menudo,Muy rara vez,A menudo,Muy a menudo,Rara Vez,Muy rara vez,A menudo,Rara Vez,Rara Vez,A menudo,Rara vez,Muy rara vez,A menudo,A menudo,A menudo,Rara vez,Rara vez,Muy a menudo,A menudo,Muy a menudo,Muy rara vez,Rara vez,A menudo,A menudo,Rara vez,Rara vez,Rara vez,A menudo,A menudo,A menudo,3,1.0,3.0,4.0,3.0,1.0,3.0,3.0,3.0,3.0,2.0,4.0,3.0,3.0,3.0,2.0,3.0,4.0,3.0,4.0,1.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,3.0,13,20,17,16,17,83,14.42,3.35,19.57,3.34,17.36,3.83,17.71,4.32,16.49,3.01,69.07,8.48,94,102,99,94,103,125,2014-08-09 00:00:00,9,SMP 2 - CANTA CALLAO (REF. altura de Tottus de la Av. Canta callao),4to,Ninguno,Laptop,Acción por el clima,Mis padres,Resolver ejercicios y videojuegos,matemática,fútbol,Ingeniero Civil,Llegar a tener un cargo y fomentar el deporte .,Sí,gané en el concurso de declamación,"Una vez escogieron a todos y a mí no...para jugar fútbol, pero mi amigo me dijo ponte de arquero y me enseño algunas poses para hacerlo y de ahí quiero ser arquero.",No,ZYYENISY,Mamá de Champ,"No, yo soy la única persona apoderada/o",No,Internet prestado,Inestable,No,"Actualmente mi esposo y yo estamos un poco mal de salud, pero estamos en observación médica, estamos mejorando.",Lo realiza solo/a,F,9.0,Cuarto,SMP Canta Callao,Lima,Nuevos,Matriculado,2024.0,Ninguno,Académica,YRARSSS,YYENISY,BAJO,Académica,Ninguno,Salud y bienestar,Padres,Resolver ejercicios y videojuegos,Matemática,Fútbol,INGENIERO CIVIL,Ser alcalde y proponer más deporte a los niños.,Sí,Gane un conciso de declamación,"Cuando tenía un compañero que jugaba fútbol muy bien y aveces no me escogían y me dijo que sea arquero, pero ahora me gusta.",Noveno,SJL 4 - El Sol,Académica,17.106409614421633,17.465848773159742,16.812919379068603,17.03880821231848,17.25338007010516,18.16229344016024,18.241762643965952,17.967200801201802,17.440203161717577,17.44967451176765,APROBADO,BAJO
RWRYNENA,A menudo,Rara Vez,Muy a menudo,Muy a menudo,A menudo,A menudo,Rara Vez,Muy rara vez,Muy rara vez,A menudo,Muy rara vez,Rara vez,A menudo,A menudo,A menudo,Rara vez,A menudo,A menudo,Muy a menudo,A menudo,Rara vez,Muy a menudo,A menudo,Muy a menudo,A menudo,A menudo,A menudo,Muy a menudo,A menudo,Rara vez,3,2.0,4.0,4.0,2.0,3.0,2.0,4.0,4.0,3.0,1.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,4.0,3.0,2.0,4.0,3.0,4.0,3.0,2.0,2.0,4.0,2.0,2.0,15,19,16,20,16,86,14.85,3.33,18.61,3.71,18.07,4.01,17.08,4.28,17.04,3.16,68.82,9.18,101,102,92,110,95,128,2014-10-06 00:00:00,9,SJL 4 - EL SOL (REF. A la vuelta de UTP),4to,Ninguno,"Laptop, Computadora",Acción por el clima,Con mis padres y hermanos,Jugar futbol,Matematica y Comunicacion ,Fútbol,Chef,"Que los policías pongan mas orden en las calles, para que así no haiga muchos delincuentes",No,gane el concurso de Dama en mi colegio y estuve en la banda de mi colegio,se burlaban de mi fisico.,No,IDZSZAZI,Mamá de Champ,"Sí, tiene otra/o apoderada/o",No,Internet propio,Estable,No,Nos encontamos bien ,Papá y mamá,M,9.0,Cuarto,SJL El Sol,Lima,Nuevos,Matriculado,2024.0,Ninguno,Académica,IDZWSYND,IDZSZAZI,BAJO,Académica,Ninguno,Acción por el clima,Con mis padres y hermanos,Jugar futbol,Matematica y Comunicacion,Fútbol,Chef,"Que los policías pongan mas orden en las calles, para que así no haiga muchos delincuentes",No,gane el concurso de Dama en mi colegio y estuve en la banda de mi colegio,se burlaban de mi fisico.,Noveno,SJL 4 - El Sol,Académica,17.106409614421633,17.465848773159742,16.812919379068603,17.03880821231848,17.25338007010516,18.16229344016024,18.241762643965952,17.967200801201802,17.440203161717577,17.44967451176765,APROBADO,BAJO
RYAIAYZN,A menudo,Rara Vez,A menudo,A menudo,Muy rara vez,Rara Vez,A menudo,Muy rara vez,Muy rara vez,A menudo,A menudo,Rara vez,A menudo,Rara vez,A menudo,Rara vez,Muy rara vez,A menudo,A menudo,Muy rara vez,Rara vez,Rara vez,A menudo,A menudo,Muy rara vez,Rara vez,Muy rara vez,A menudo,Muy rara vez,A menudo,3,2.0,3.0,3.0,4.0,2.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,4.0,3.0,3.0,1.0,2.0,2.0,3.0,3.0,1.0,3.0,4.0,3.0,4.0,3.0,14,18,24,16,14,86,14.85,3.33,18.61,3.71,18.07,4.01,17.08,4.28,17.04,3.16,68.82,9.18,96,98,122,96,86,128,2015-10-16 00:00:00,8,SJM (REF. frente al Complejo Deportivo La 14 de Miotta),3ero,Asma,"Celular, Laptop",Acción por el clima,"con mi mamá ,abuelita ,tia.","Dibujar, pintar y jugar ",Matemática y Comunicación ,Correr,Ingeniero,No haya violencia ,Sí,Concurso de Dibujo,No,No,IAAWWZIA,Mamá de Champ,"No, yo soy la única persona apoderada/o",No,Internet propio,Estable,No,Bien,mamá y tía ,M,8.0,Tercero,San Juan de Miraflores,Lima,Nuevos,Matriculado,2024.0,Ninguno,Académica,IEYSEYAY,IAAWWZIA,BAJO,Académica,Asma,Acción por el clima,"con mi mamá ,abuelita ,tia.","Dibujar, pintar y jugar",Matemática y Comunicación,Correr,Ingeniero,No haya violencia,Sí,Concurso de Dibujo,No,Noveno,SJL 4 - El Sol,Académica,17.106409614421633,17.465848773159742,16.812919379068603,17.03880821231848,17.25338007010516,18.16229344016024,18.241762643965952,17.967200801201802,17.440203161717577,17.44967451176765,APROBADO,BAJO
RYIYYYZE,A menudo,Rara Vez,Muy a menudo,A menudo,A menudo,Muy rara vez,A menudo,Muy rara vez,Muy rara vez,Muy a menudo,Rara vez,Muy a menudo,Muy a menudo,A menudo,A menudo,Muy a menudo,A menudo,Muy a menudo,A menudo,A menudo,A menudo,A menudo,Muy a menudo,Muy a menudo,A menudo,A menudo,Rara vez,Muy a menudo,Rara vez,A menudo,3,2.0,4.0,3.0,2.0,1.0,3.0,4.0,4.0,4.0,2.0,1.0,4.0,3.0,3.0,4.0,2.0,4.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,2.0,3.0,4.0,3.0,3.0,12,21,18,22,18,91,14.85,3.33,18.61,3.71,18.07,4.01,17.08,4.28,17.04,3.16,68.82,9.18,87,110,100,117,105,136,2016-01-22 00:00:00,8,ATE 2 - VITARTE (REF. Paradero Veterinaria en Av. Los Virreyes),3ero,"A veces le sangra la nariz, TDHA","Celular, Laptop",Acción por el clima,mi mama y mis tios,jugar video juegos,"comunicacion,ciencia y matematicas",futbol,cientifico,presidente,Sí,si,que mataron a un vecino,No,RDZESRIY,Mamá de Champ,"No, yo soy la única persona apoderada/o",No,Internet propio,Inestable,No,no,Mamá,M,8.0,Tercero,Ate Vitarte,Lima,Nuevos,Matriculado,2024.0,Ninguno,Académica,IWEAEAYW,RDZESRIY,BAJO,Académica,"A veces le sangra la nariz, TDHA",Acción por el clima,mi mama y mis tios,jugar video juegos,"comunicacion,ciencia y matematicas",futbol,cientifico,presidente,Sí,si,que mataron a un vecino,Noveno,SJL 4 - El Sol,Académica,17.106409614421633,17.465848773159742,16.812919379068603,17.03880821231848,17.25338007010516,18.16229344016024,18.241762643965952,17.967200801201802,17.440203161717577,17.44967451176765,APROBADO,BAJO
RYZYRDYZ,Muy a menudo,Muy rara vez,Muy a menudo,Muy a menudo,Muy a menudo,Rara Vez,A menudo,Rara Vez,Rara Vez,Muy a menudo,Rara vez,A menudo,Muy a menudo,A menudo,A menudo,A menudo,A menudo,Muy a menudo,Muy a menudo,A menudo,Rara vez,A menudo,Muy a menudo,Muy a menudo,Muy a menudo,Rara vez,A menudo,Muy a menudo,Muy a menudo,Muy a menudo,4,1.0,4.0,4.0,1.0,2.0,3.0,3.0,3.0,4.0,2.0,2.0,4.0,3.0,3.0,3.0,2.0,4.0,4.0,3.0,2.0,3.0,4.0,4.0,4.0,3.0,2.0,4.0,1.0,4.0,13,24,12,22,19,90,14.42,3.35,19.57,3.34,17.36,3.83,17.71,4.32,16.49,3.01,69.07,8.48,94,120,79,115,113,137,2015-04-28 00:00:00,8,SJL 4 - EL SOL (REF. A la vuelta de UTP),3ero,Ninguno,"Celular, Laptop",Igualdad de género,"Con mi mamá, mis abuelos y mis dos hermanas","Nadar, correr, jugar voley y fútbol, jugar roblox",Matemática y religión ,Voley,Diseñadora de moda,Mejorar y cuidar el habitad de los animales de nuestro país ,Sí,He participado en un concurso de canto con mi taller de música ,Que mi papá no esté conmigo y no me venga a ver ,No,IAASZSYZ,Mamá de Champ,"No, yo soy la única persona apoderada/o",No,Internet propio,Estable,No,"Estamos bien, disfrutando las vacaciones con algunas actividades deportivas, practicando el inglés y disfrutando de días de piscina.  Estamos bien de salud, compartiendo tiempo en familia, fortaleciendo nuestros lazos entre madre e hijas y acompañándonos. ",Mamá,F,8.0,Tercero,SJL El Sol,Lima,Nuevos,Matriculado,2024.0,Ninguno,Académica,IASYYAEE,IAASZSYZ,BAJO,Académica,Ninguno,Igualdad de género,"Con mi mamá, mis abuelos y mis dos hermanas","Nadar, correr, jugar voley y fútbol, jugar roblox",Matemática y religión,Voley,Diseñadora de moda,Mejorar y cuidar el habitad de los animales de nuestro país,Sí,He participado en un concurso de canto con mi taller de música,Que mi papá no esté conmigo y no me venga a ver,Noveno,SJL 4 - El Sol,Académica,17.106409614421633,17.465848773159742,16.812919379068603,17.03880821231848,17.25338007010516,18.16229344016024,18.241762643965952,17.967200801201802,17.440203161717577,17.44967451176765,APROBADO,BAJO
